env,id,event,station,q_len,bike_count
3.552255736728791,7,has rented bike at station ,A,1,0 bikes
5.584470567580885,7,has returned bike at station ,B,0,8 bikes
2.2097248136478833,6,has arrived at station ,A,0,0 bikes
3.0933897442834337,6,has rented bike at station ,A,2,0 bikes
6.101272503424122,6,has returned bike at station ,A,6,0 bikes
2.5996221089887572,9,has arrived at station ,A,2,0 bikes
4.519925149734776,9,has rented bike at station ,A,3,0 bikes
7.0099636453951835,9,has returned bike at station ,A,8,0 bikes
3.6693578648665675,10,has arrived at station ,A,1,0 bikes
6.101272503424122,10,has rented bike at station ,A,6,0 bikes
7.1971470142187375,10,has returned bike at station ,A,9,0 bikes
4.161714442598724,11,has arrived at station ,A,2,0 bikes
7.0099636453951835,11,has rented bike at station ,A,8,0 bikes
10.209506787802296,11,has returned bike at station ,A,12,0 bikes
4.172301339315068,12,has arrived at station ,A,3,0 bikes
7.1971470142187375,12,has rented bike at station ,A,9,0 bikes
10.246765432547758,12,has returned bike at station ,B,0,6 bikes
8.43159021346653,25,has arrived at station ,B,0,8 bikes
8.43159021346653,25,has rented bike at station ,B,0,7 bikes
10.998278989681783,25,has returned bike at station ,A,11,0 bikes
9.459744608198045,27,has arrived at station ,B,0,7 bikes
9.459744608198045,27,has rented bike at station ,B,0,6 bikes
11.079026476521149,27,has returned bike at station ,B,0,7 bikes
9.689878680400268,28,has arrived at station ,B,0,6 bikes
9.689878680400268,28,has rented bike at station ,B,0,5 bikes
12.326254579098709,28,has returned bike at station ,B,0,7 bikes
4.5936450248970635,13,has arrived at station ,A,3,0 bikes
10.209506787802296,13,has rented bike at station ,A,12,0 bikes
12.975061625520889,13,has returned bike at station ,B,0,7 bikes
4.94754708805236,14,has arrived at station ,A,4,0 bikes
10.998278989681783,14,has rented bike at station ,A,11,0 bikes
14.862927706848405,14,has returned bike at station ,A,22,0 bikes
11.802328122122573,29,has arrived at station ,B,0,7 bikes
11.802328122122573,29,has rented bike at station ,B,0,6 bikes
16.051669826308174,29,has returned bike at station ,B,0,5 bikes
12.386547491016115,31,has arrived at station ,B,0,7 bikes
12.386547491016115,31,has rented bike at station ,B,0,6 bikes
16.627295024708257,31,has returned bike at station ,A,27,0 bikes
15.2681749098844,45,has arrived at station ,B,0,7 bikes
15.2681749098844,45,has rented bike at station ,B,0,6 bikes
17.872611256104936,45,has returned bike at station ,A,27,0 bikes
5.772669658314634,15,has arrived at station ,A,5,0 bikes
14.862927706848405,15,has rented bike at station ,A,22,0 bikes
18.51432719824902,15,has returned bike at station ,A,27,0 bikes
16.02734508622812,50,has arrived at station ,B,0,5 bikes
16.02734508622812,50,has rented bike at station ,B,0,4 bikes
18.718724867142353,50,has returned bike at station ,A,27,0 bikes
16.001883691599254,49,has arrived at station ,B,0,6 bikes
16.001883691599254,49,has rented bike at station ,B,0,5 bikes
19.31893714894021,49,has returned bike at station ,A,26,0 bikes
5.880989346314318,16,has arrived at station ,A,6,0 bikes
16.627295024708257,16,has rented bike at station ,A,27,0 bikes
20.792163181371055,16,has returned bike at station ,A,30,0 bikes
6.339625681709815,17,has arrived at station ,A,6,0 bikes
17.872611256104936,17,has rented bike at station ,A,27,0 bikes
20.961780646951386,17,has returned bike at station ,B,0,5 bikes
6.794028542153595,18,has arrived at station ,A,7,0 bikes
18.51432719824902,18,has rented bike at station ,A,27,0 bikes
21.84185515495541,18,has returned bike at station ,A,31,0 bikes
7.069309043361458,20,has arrived at station ,A,8,0 bikes
19.31893714894021,20,has rented bike at station ,A,26,0 bikes
22.019870738079625,20,has returned bike at station ,A,30,0 bikes
6.972250646195853,19,has arrived at station ,A,8,0 bikes
18.718724867142353,19,has rented bike at station ,A,27,0 bikes
22.196176938246154,19,has returned bike at station ,A,29,0 bikes
7.212717163137783,22,has arrived at station ,A,9,0 bikes
21.84185515495541,22,has rented bike at station ,A,31,0 bikes
23.553380751524124,22,has returned bike at station ,A,28,0 bikes
7.172902723221643,21,has arrived at station ,A,9,0 bikes
20.792163181371055,21,has rented bike at station ,A,30,0 bikes
23.707921054376833,21,has returned bike at station ,B,0,6 bikes
20.49367150818327,59,has arrived at station ,B,0,5 bikes
20.49367150818327,59,has rented bike at station ,B,0,4 bikes
23.743180542826522,59,has returned bike at station ,A,27,0 bikes
7.395212095717222,23,has arrived at station ,A,10,0 bikes
22.019870738079625,23,has rented bike at station ,A,30,0 bikes
24.652263421496897,23,has returned bike at station ,A,27,0 bikes
7.813441614573172,24,has arrived at station ,A,11,0 bikes
22.196176938246154,24,has rented bike at station ,A,29,0 bikes
25.35108749664026,24,has returned bike at station ,B,0,6 bikes
9.45370512126934,26,has arrived at station ,A,12,0 bikes
23.553380751524124,26,has rented bike at station ,A,28,0 bikes
26.881843454713724,26,has returned bike at station ,B,0,7 bikes
12.519985699931867,32,has arrived at station ,A,12,0 bikes
24.652263421496897,32,has rented bike at station ,A,27,0 bikes
26.921818418066167,32,has returned bike at station ,B,0,8 bikes
25.300686833862926,65,has arrived at station ,B,0,6 bikes
25.300686833862926,65,has rented bike at station ,B,0,5 bikes
27.09570237765423,65,has returned bike at station ,B,0,9 bikes
12.234831611131762,30,has arrived at station ,A,11,0 bikes
23.743180542826522,30,has rented bike at station ,A,27,0 bikes
27.586021184091308,30,has returned bike at station ,B,0,10 bikes
30.811324338871742,80,has arrived at station ,B,0,10 bikes
30.811324338871742,80,has rented bike at station ,B,0,9 bikes
32.763735982549825,80,has returned bike at station ,A,43,0 bikes
12.686993558362419,33,has arrived at station ,A,13,0 bikes
32.763735982549825,33,has rented bike at station ,A,43,0 bikes
35.63449129607294,33,has returned bike at station ,A,49,0 bikes
34.37052926808413,87,has arrived at station ,B,0,9 bikes
34.37052926808413,87,has rented bike at station ,B,0,8 bikes
37.75566100544513,87,has returned bike at station ,B,0,8 bikes
12.733479029111503,34,has arrived at station ,A,14,0 bikes
35.63449129607294,34,has rented bike at station ,A,49,0 bikes
39.396755892257254,34,has returned bike at station ,B,0,9 bikes
35.74111951609676,91,has arrived at station ,B,0,8 bikes
35.74111951609676,91,has rented bike at station ,B,0,7 bikes
39.482605698720036,91,has returned bike at station ,B,0,10 bikes
40.24575008560877,99,has arrived at station ,B,0,10 bikes
40.24575008560877,99,has rented bike at station ,B,0,9 bikes
42.04327064264454,99,has returned bike at station ,B,0,10 bikes
49.951846489050695,123,has arrived at station ,B,0,10 bikes
49.951846489050695,123,has rented bike at station ,B,0,9 bikes
54.42599462160739,123,has returned bike at station ,A,91,0 bikes
12.967421496231179,35,has arrived at station ,A,15,0 bikes
54.42599462160739,35,has rented bike at station ,A,91,0 bikes
56.784130108491205,35,has returned bike at station ,A,94,0 bikes
13.281613028388662,36,has arrived at station ,A,16,0 bikes
56.784130108491205,36,has rented bike at station ,A,94,0 bikes
59.68908668243249,36,has returned bike at station ,A,99,0 bikes
57.931983238362285,143,has arrived at station ,B,0,9 bikes
57.931983238362285,143,has rented bike at station ,B,0,8 bikes
61.30800421200403,143,has returned bike at station ,B,0,8 bikes
58.405837769291914,145,has arrived at station ,B,0,8 bikes
58.405837769291914,145,has rented bike at station ,B,0,7 bikes
61.97040638598865,145,has returned bike at station ,B,0,9 bikes
13.349649115077792,37,has arrived at station ,A,17,0 bikes
59.68908668243249,37,has rented bike at station ,A,99,0 bikes
62.43111863761025,37,has returned bike at station ,A,103,0 bikes
62.874473722086776,155,has arrived at station ,B,0,9 bikes
62.874473722086776,155,has rented bike at station ,B,0,8 bikes
66.26733526972318,155,has returned bike at station ,B,0,8 bikes
14.210618129555234,38,has arrived at station ,A,18,0 bikes
62.43111863761025,38,has rented bike at station ,A,103,0 bikes
66.61256326925596,38,has returned bike at station ,A,111,0 bikes
64.94702414418381,163,has arrived at station ,B,0,8 bikes
64.94702414418381,163,has rented bike at station ,B,0,7 bikes
67.9721353505394,163,has returned bike at station ,A,112,0 bikes
14.38814611067496,39,has arrived at station ,A,19,0 bikes
66.61256326925596,39,has rented bike at station ,A,111,0 bikes
68.85928208662055,39,has returned bike at station ,B,0,9 bikes
14.457058674363577,40,has arrived at station ,A,20,0 bikes
67.9721353505394,40,has rented bike at station ,A,112,0 bikes
69.30158437820516,40,has returned bike at station ,B,0,10 bikes
72.33346450374275,175,has arrived at station ,B,0,10 bikes
72.33346450374275,175,has rented bike at station ,B,0,9 bikes
75.74628610060441,175,has returned bike at station ,A,126,0 bikes
14.675752758935511,41,has arrived at station ,A,21,0 bikes
75.74628610060441,41,has rented bike at station ,A,126,0 bikes
79.467581429447,41,has returned bike at station ,B,0,10 bikes
80.47846901354657,202,has arrived at station ,B,0,10 bikes
80.47846901354657,202,has rented bike at station ,B,0,9 bikes
83.70116735930253,202,has returned bike at station ,A,148,0 bikes
14.714760217832653,42,has arrived at station ,A,22,0 bikes
83.70116735930253,42,has rented bike at station ,A,148,0 bikes
87.45809975771134,42,has returned bike at station ,B,0,10 bikes
88.58105731898961,218,has arrived at station ,B,0,10 bikes
88.58105731898961,218,has rented bike at station ,B,0,9 bikes
91.36821440771791,218,has returned bike at station ,A,164,0 bikes
15.005060121779692,43,has arrived at station ,A,22,0 bikes
91.36821440771791,43,has rented bike at station ,A,164,0 bikes
95.47804639461575,43,has returned bike at station ,A,174,0 bikes
94.63662018951037,236,has arrived at station ,B,0,9 bikes
94.63662018951037,236,has rented bike at station ,B,0,8 bikes
96.61571470945367,236,has returned bike at station ,B,0,8 bikes
96.2576557548275,239,has arrived at station ,B,0,8 bikes
96.2576557548275,239,has rented bike at station ,B,0,7 bikes
98.56677976637162,239,has returned bike at station ,A,178,0 bikes
15.208775773747352,44,has arrived at station ,A,23,0 bikes
95.47804639461575,44,has rented bike at station ,A,174,0 bikes
98.62401058553115,44,has returned bike at station ,A,177,0 bikes
96.75378722949051,240,has arrived at station ,B,0,8 bikes
96.75378722949051,240,has rented bike at station ,B,0,7 bikes
98.76101122935414,240,has returned bike at station ,A,176,0 bikes
